# Dist_from_COM	Sticker_Saturation
1.5324e+02 1.0000e+00
1.3450e+02 1.0000e+00
1.5193e+02 1.0000e+00
1.3334e+02 1.0000e+00
1.2352e+02 1.0000e+00
1.4023e+02 1.0000e+00
1.3843e+02 1.0000e+00
1.1492e+02 1.0000e+00
1.2311e+02 1.0000e+00
1.4544e+02 1.0000e+00
1.4253e+02 1.0000e+00
1.4763e+02 1.0000e+00
1.2777e+02 1.0000e+00
1.1828e+02 1.0000e+00
1.3968e+02 8.0000e-01
1.4419e+02 1.0000e+00
1.4511e+02 1.0000e+00
1.1441e+02 1.0000e+00
1.4746e+02 1.0000e+00
8.6227e+01 1.0000e+00
8.6523e+01 8.0000e-01
1.1209e+02 1.0000e+00
1.3722e+02 1.0000e+00
1.2481e+02 1.0000e+00
1.1525e+02 1.0000e+00
1.4830e+02 1.0000e+00
1.3544e+02 1.0000e+00
1.3455e+02 1.0000e+00
8.8433e+01 1.0000e+00
7.1946e+01 1.0000e+00
1.0724e+02 1.0000e+00
5.1065e+01 1.0000e+00
1.1202e+02 8.0000e-01
9.1936e+01 1.0000e+00
6.8260e+01 1.0000e+00
1.0311e+02 1.0000e+00
1.0145e+02 1.0000e+00
1.3436e+02 1.0000e+00
1.2330e+02 1.0000e+00
7.9264e+01 1.0000e+00
1.1663e+02 1.0000e+00
9.9400e+01 1.0000e+00
1.0543e+02 1.0000e+00
1.1610e+02 1.0000e+00
8.5532e+01 1.0000e+00
1.1974e+02 1.0000e+00
1.0745e+02 1.0000e+00
8.5593e+01 1.0000e+00
4.3464e+01 1.0000e+00
4.6558e+01 1.0000e+00
4.9551e+01 1.0000e+00
1.0860e+02 1.0000e+00
5.2215e+01 1.0000e+00
1.1649e+02 1.0000e+00
8.0667e+01 1.0000e+00
1.7559e+02 8.0000e-01
1.4315e+02 1.0000e+00
1.2192e+02 1.0000e+00
1.3838e+02 1.0000e+00
9.5835e+01 1.0000e+00
1.2432e+02 1.0000e+00
9.2858e+01 8.0000e-01
1.2497e+02 1.0000e+00
1.2845e+02 1.0000e+00
1.2455e+02 1.0000e+00
1.4600e+02 1.0000e+00
6.2443e+01 1.0000e+00
1.3478e+02 1.0000e+00
1.0879e+02 8.0000e-01
9.3862e+01 1.0000e+00
8.0206e+01 1.0000e+00
9.9307e+01 1.0000e+00
7.8863e+01 1.0000e+00
1.1361e+02 1.0000e+00
9.3145e+01 1.0000e+00
1.1974e+02 1.0000e+00
1.1139e+02 1.0000e+00
4.2493e+01 1.0000e+00
9.9693e+01 1.0000e+00
6.6190e+01 1.0000e+00
7.5984e+01 1.0000e+00
5.6407e+01 1.0000e+00
4.2383e+01 1.0000e+00
9.3497e+01 1.0000e+00
6.2631e+01 1.0000e+00
6.1273e+01 1.0000e+00
2.0448e+01 1.0000e+00
1.2632e+02 1.0000e+00
6.7035e+01 1.0000e+00
9.8537e+01 1.0000e+00
6.8205e+01 1.0000e+00
7.6268e+01 1.0000e+00
8.5518e+01 1.0000e+00
1.1707e+02 1.0000e+00
1.7569e+02 1.0000e+00
1.3931e+02 1.0000e+00
1.3847e+02 1.0000e+00
1.6234e+02 1.0000e+00
9.9156e+01 1.0000e+00
1.6388e+02 8.0000e-01
1.2251e+02 1.0000e+00
1.4077e+02 1.0000e+00
1.1232e+02 1.0000e+00
1.2415e+02 1.0000e+00
1.2623e+02 1.0000e+00
1.6317e+02 1.0000e+00
1.2803e+02 1.0000e+00
1.0808e+02 8.0000e-01
1.2390e+02 1.0000e+00
1.2361e+02 1.0000e+00
8.8717e+01 1.0000e+00
1.1040e+02 1.0000e+00
1.3243e+02 1.0000e+00
1.3626e+02 8.0000e-01
1.3557e+02 1.0000e+00
1.2406e+02 1.0000e+00
9.3267e+01 1.0000e+00
9.1641e+01 1.0000e+00
1.2520e+02 1.0000e+00
5.8275e+01 1.0000e+00
7.3685e+01 1.0000e+00
1.4702e+02 1.0000e+00
1.5515e+02 1.0000e+00
1.0710e+02 1.0000e+00
1.0527e+02 1.0000e+00
1.1487e+02 1.0000e+00
1.1062e+02 1.0000e+00
1.2252e+02 1.0000e+00
8.8725e+01 1.0000e+00
1.2631e+02 1.0000e+00
5.3687e+01 1.0000e+00
1.3258e+02 1.0000e+00
1.2030e+02 1.0000e+00
1.2060e+02 1.0000e+00
7.1478e+01 1.0000e+00
8.3865e+01 1.0000e+00
1.4250e+02 1.0000e+00
1.0581e+02 6.0000e-01
1.1941e+02 1.0000e+00
1.0826e+02 1.0000e+00
6.9822e+01 1.0000e+00
7.1431e+01 1.0000e+00
1.3142e+02 1.0000e+00
8.2702e+01 1.0000e+00
8.7428e+01 1.0000e+00
7.3432e+01 8.0000e-01
1.0854e+02 8.0000e-01
8.6600e+01 1.0000e+00
1.0141e+02 1.0000e+00
1.4829e+02 1.0000e+00
1.3786e+02 1.0000e+00
1.2297e+02 1.0000e+00
1.5377e+02 1.0000e+00
7.2787e+01 1.0000e+00
8.0914e+01 1.0000e+00
1.0649e+02 1.0000e+00
1.1279e+02 8.0000e-01
9.8951e+01 1.0000e+00
1.2887e+02 1.0000e+00
1.1673e+02 1.0000e+00
1.6381e+02 1.0000e+00
1.1389e+02 1.0000e+00
1.1711e+02 1.0000e+00
1.6573e+02 1.0000e+00
1.5871e+02 8.0000e-01
1.7013e+02 1.0000e+00
1.8713e+02 6.0000e-01
1.7369e+02 1.0000e+00
1.3063e+02 1.0000e+00
1.1274e+02 6.0000e-01
1.1219e+02 1.0000e+00
1.1752e+02 1.0000e+00
1.1802e+02 1.0000e+00
1.5825e+02 1.0000e+00
1.6152e+02 8.0000e-01
1.0317e+02 1.0000e+00
1.8771e+02 6.0000e-01
1.2152e+02 1.0000e+00
1.0694e+02 1.0000e+00
7.8174e+01 1.0000e+00
1.2218e+02 1.0000e+00
1.0573e+02 8.0000e-01
1.1693e+02 1.0000e+00
1.3994e+02 1.0000e+00
1.4106e+02 1.0000e+00
1.6111e+02 6.0000e-01
9.1653e+01 1.0000e+00
1.2017e+02 1.0000e+00
8.1725e+01 1.0000e+00
7.7013e+01 8.0000e-01
1.3256e+02 8.0000e-01
1.0728e+02 8.0000e-01
1.2464e+02 8.0000e-01
1.1752e+02 1.0000e+00
1.2102e+02 1.0000e+00
1.2526e+02 1.0000e+00
1.2627e+02 1.0000e+00
1.6498e+02 8.0000e-01
1.2747e+02 1.0000e+00
1.2542e+02 1.0000e+00
1.4888e+02 1.0000e+00
1.3231e+02 1.0000e+00
1.4869e+02 1.0000e+00
1.4246e+02 1.0000e+00
1.2412e+02 1.0000e+00
1.5103e+02 1.0000e+00
1.5437e+02 1.0000e+00
1.0918e+02 1.0000e+00
1.4415e+02 1.0000e+00
1.2391e+02 1.0000e+00
1.4877e+02 8.0000e-01
1.3751e+02 1.0000e+00
1.3795e+02 1.0000e+00
1.4360e+02 1.0000e+00
8.0433e+01 1.0000e+00
1.3035e+02 1.0000e+00
1.2093e+02 1.0000e+00
8.2402e+01 1.0000e+00
1.4994e+02 1.0000e+00
1.0765e+02 1.0000e+00
9.3835e+01 1.0000e+00
1.2347e+02 1.0000e+00
1.3493e+02 1.0000e+00
9.7533e+01 1.0000e+00
9.5304e+01 1.0000e+00
1.5024e+02 1.0000e+00
1.3885e+02 1.0000e+00
6.4481e+01 1.0000e+00
9.9563e+01 1.0000e+00
1.1960e+02 1.0000e+00
1.4427e+02 1.0000e+00
1.3914e+02 1.0000e+00
1.0627e+02 1.0000e+00
7.1217e+01 1.0000e+00
1.2556e+02 1.0000e+00
1.3026e+02 1.0000e+00
8.8778e+01 1.0000e+00
8.3145e+01 1.0000e+00
1.2446e+02 1.0000e+00
1.3856e+02 1.0000e+00
9.9135e+01 1.0000e+00
3.4580e+01 1.0000e+00
1.0255e+02 1.0000e+00
7.3112e+01 1.0000e+00
1.3937e+02 1.0000e+00
3.8427e+01 1.0000e+00
1.0646e+02 8.0000e-01
9.0824e+01 1.0000e+00
1.5102e+02 1.0000e+00
5.5501e+01 1.0000e+00
5.5522e+01 1.0000e+00
4.4454e+01 1.0000e+00
1.4553e+01 1.0000e+00
7.9766e+01 1.0000e+00
1.3238e+02 1.0000e+00
1.5107e+02 1.0000e+00
1.5473e+02 1.0000e+00
1.5624e+02 1.0000e+00
1.7341e+02 1.0000e+00
6.0783e+01 1.0000e+00
1.5949e+02 1.0000e+00
1.2952e+02 1.0000e+00
1.0899e+02 1.0000e+00
1.2672e+02 1.0000e+00
1.1972e+02 1.0000e+00
1.3664e+02 1.0000e+00
1.3292e+02 8.0000e-01
1.1710e+02 1.0000e+00
1.3651e+02 1.0000e+00
1.0688e+02 1.0000e+00
1.3660e+02 1.0000e+00
1.1202e+02 1.0000e+00
1.8110e+02 1.0000e+00
1.4958e+02 1.0000e+00
1.2032e+02 1.0000e+00
1.7630e+02 8.0000e-01
1.2890e+02 1.0000e+00
7.4201e+01 1.0000e+00
6.9759e+01 1.0000e+00
9.8712e+01 8.0000e-01
5.0722e+01 1.0000e+00
1.3065e+02 1.0000e+00
1.5716e+02 1.0000e+00
8.7504e+01 1.0000e+00
8.4948e+01 1.0000e+00
6.3069e+01 1.0000e+00
1.5879e+02 8.0000e-01
1.2383e+02 1.0000e+00
1.3494e+02 1.0000e+00
1.2252e+02 1.0000e+00
9.5915e+01 8.0000e-01
9.8746e+01 1.0000e+00
1.1954e+02 1.0000e+00
1.0482e+02 1.0000e+00
1.2373e+02 1.0000e+00
1.1875e+02 1.0000e+00
1.5728e+02 1.0000e+00
1.2611e+02 1.0000e+00
1.4068e+02 1.0000e+00
5.7388e+01 1.0000e+00
8.6796e+01 1.0000e+00
1.0835e+02 1.0000e+00
1.2629e+02 8.0000e-01
1.1479e+02 1.0000e+00
8.8194e+01 1.0000e+00
1.1926e+02 1.0000e+00
1.0579e+02 8.0000e-01
1.0400e+02 1.0000e+00
1.5240e+02 1.0000e+00
6.5556e+01 1.0000e+00
6.6180e+01 1.0000e+00
5.3115e+01 1.0000e+00
9.6121e+01 1.0000e+00
1.0532e+02 1.0000e+00
1.3893e+02 1.0000e+00
6.6416e+01 1.0000e+00
1.0169e+02 1.0000e+00
9.7228e+01 1.0000e+00
1.1958e+02 1.0000e+00
6.6742e+01 1.0000e+00
6.4315e+01 8.0000e-01
1.2827e+02 1.0000e+00
5.2503e+01 1.0000e+00
1.8655e+02 1.0000e+00
1.2128e+02 1.0000e+00
1.0723e+02 1.0000e+00
1.1986e+02 1.0000e+00
1.1699e+02 1.0000e+00
1.3446e+02 1.0000e+00
1.1576e+02 1.0000e+00
1.1517e+02 1.0000e+00
1.3614e+02 1.0000e+00
1.1910e+02 1.0000e+00
1.3490e+02 1.0000e+00
1.1306e+02 1.0000e+00
7.6430e+01 1.0000e+00
6.9556e+01 1.0000e+00
1.0626e+02 6.0000e-01
1.2094e+02 1.0000e+00
1.1050e+02 8.0000e-01
8.1539e+01 1.0000e+00
8.3257e+01 1.0000e+00
7.5011e+01 1.0000e+00
1.3251e+02 1.0000e+00
1.2906e+02 1.0000e+00
1.1559e+02 1.0000e+00
1.0936e+02 1.0000e+00
9.5050e+01 1.0000e+00
6.1278e+01 1.0000e+00
7.9866e+01 1.0000e+00
1.4952e+02 1.0000e+00
1.2429e+02 1.0000e+00
9.0743e+01 1.0000e+00
1.2920e+02 1.0000e+00
1.3174e+02 1.0000e+00
1.6972e+02 1.0000e+00
1.6582e+02 1.0000e+00
1.6639e+02 8.0000e-01
1.2041e+02 1.0000e+00
1.1790e+02 1.0000e+00
1.4009e+02 1.0000e+00
1.0657e+02 1.0000e+00
1.7746e+02 1.0000e+00
1.9337e+02 6.0000e-01
1.1571e+02 1.0000e+00
1.2419e+02 1.0000e+00
1.5343e+02 1.0000e+00
1.6459e+02 1.0000e+00
1.1991e+02 1.0000e+00
8.0170e+01 1.0000e+00
6.7932e+01 1.0000e+00
1.1858e+02 1.0000e+00
1.1218e+02 1.0000e+00
1.5195e+02 1.0000e+00
1.1317e+02 6.0000e-01
1.1723e+02 1.0000e+00
9.9664e+01 1.0000e+00
1.9284e+02 6.0000e-01
1.4845e+02 8.0000e-01
7.1182e+01 1.0000e+00
1.1475e+02 8.0000e-01
1.2431e+02 8.0000e-01
1.1046e+02 1.0000e+00
1.6007e+02 1.0000e+00
1.0592e+02 1.0000e+00
1.3595e+02 1.0000e+00
1.8724e+02 6.0000e-01
7.3382e+01 8.0000e-01
1.1269e+02 1.0000e+00
1.2826e+02 1.0000e+00
1.5977e+02 8.0000e-01
1.2188e+02 8.0000e-01
1.0132e+02 1.0000e+00
7.5048e+01 1.0000e+00
9.7916e+01 1.0000e+00
1.2048e+02 1.0000e+00
1.2063e+02 8.0000e-01
1.4742e+02 1.0000e+00
1.3400e+02 8.0000e-01
1.3208e+02 1.0000e+00
1.3431e+02 1.0000e+00
1.3458e+02 1.0000e+00
1.2197e+02 1.0000e+00
1.3970e+02 1.0000e+00
1.2872e+02 1.0000e+00
1.2056e+02 1.0000e+00
1.3841e+02 1.0000e+00
1.3818e+02 1.0000e+00
1.3866e+02 1.0000e+00
1.0051e+02 1.0000e+00
1.5050e+02 1.0000e+00
1.3904e+02 1.0000e+00
1.4214e+02 1.0000e+00
1.4095e+02 1.0000e+00
1.3852e+02 8.0000e-01
1.1874e+02 1.0000e+00
8.0407e+01 1.0000e+00
1.2939e+02 1.0000e+00
7.0320e+01 1.0000e+00
7.6272e+01 1.0000e+00
9.4110e+01 1.0000e+00
1.5484e+02 1.0000e+00
1.1076e+02 1.0000e+00
1.4294e+02 1.0000e+00
1.3930e+02 1.0000e+00
9.3095e+01 8.0000e-01
1.0784e+02 1.0000e+00
5.1007e+01 1.0000e+00
6.8104e+01 1.0000e+00
9.2031e+01 1.0000e+00
1.2914e+02 1.0000e+00
1.2858e+02 1.0000e+00
1.1048e+02 1.0000e+00
1.0485e+02 1.0000e+00
1.5345e+02 1.0000e+00
1.4124e+02 1.0000e+00
1.2858e+02 1.0000e+00
1.0193e+02 1.0000e+00
1.1867e+02 1.0000e+00
8.1552e+01 1.0000e+00
9.5067e+01 1.0000e+00
8.0280e+01 1.0000e+00
1.1736e+02 8.0000e-01
9.0354e+01 1.0000e+00
6.6879e+01 1.0000e+00
3.8720e+01 1.0000e+00
1.3763e+02 1.0000e+00
1.3711e+02 1.0000e+00
1.0846e+02 1.0000e+00
5.6022e+01 1.0000e+00
3.8237e+01 1.0000e+00
9.4794e+01 1.0000e+00
1.3171e+02 1.0000e+00
1.2970e+02 1.0000e+00
9.2000e+01 1.0000e+00
5.7079e+01 1.0000e+00
2.0499e+01 1.0000e+00
8.1400e+01 1.0000e+00
1.2044e+02 1.0000e+00
1.6638e+02 1.0000e+00
1.2050e+02 1.0000e+00
1.5323e+02 1.0000e+00
1.2466e+02 1.0000e+00
1.3066e+02 1.0000e+00
1.4487e+02 1.0000e+00
1.0802e+02 1.0000e+00
1.7741e+02 1.0000e+00
6.0291e+01 1.0000e+00
1.7220e+02 1.0000e+00
1.1891e+02 1.0000e+00
1.6839e+02 8.0000e-01
1.2639e+02 1.0000e+00
1.1902e+02 1.0000e+00
1.3176e+02 1.0000e+00
1.3264e+02 1.0000e+00
1.4711e+02 1.0000e+00
1.3194e+02 1.0000e+00
5.2648e+01 1.0000e+00
7.7589e+01 1.0000e+00
6.4905e+01 1.0000e+00
1.1772e+02 1.0000e+00
1.1073e+02 1.0000e+00
1.4125e+02 1.0000e+00
1.3302e+02 1.0000e+00
1.3035e+02 8.0000e-01
1.0668e+02 1.0000e+00
9.0033e+01 1.0000e+00
1.1430e+02 1.0000e+00
1.3239e+02 1.0000e+00
8.2891e+01 1.0000e+00
7.5455e+01 1.0000e+00
5.4606e+01 1.0000e+00
7.3055e+01 1.0000e+00
1.0913e+02 8.0000e-01
1.4092e+02 1.0000e+00
1.0597e+02 6.0000e-01
1.0613e+02 1.0000e+00
6.5505e+01 1.0000e+00
6.4314e+01 1.0000e+00
1.3404e+02 1.0000e+00
1.1761e+02 1.0000e+00
1.1209e+02 1.0000e+00
8.5004e+01 1.0000e+00
8.0172e+01 1.0000e+00
8.3282e+01 1.0000e+00
1.2373e+02 1.0000e+00
7.3881e+01 8.0000e-01
1.1900e+02 8.0000e-01
4.6041e+01 1.0000e+00
8.0082e+01 1.0000e+00
9.1060e+01 8.0000e-01
1.1272e+02 1.0000e+00
1.1670e+02 1.0000e+00
7.7121e+01 1.0000e+00
1.4274e+02 1.0000e+00
1.2056e+02 1.0000e+00
1.3563e+02 1.0000e+00
1.1732e+02 1.0000e+00
1.4964e+02 1.0000e+00
1.2759e+02 1.0000e+00
1.3496e+02 1.0000e+00
1.0693e+02 1.0000e+00
1.3393e+02 1.0000e+00
1.6584e+02 1.0000e+00
1.5815e+02 8.0000e-01
1.0790e+02 1.0000e+00
1.7827e+02 1.0000e+00
1.1263e+02 1.0000e+00
1.6992e+02 1.0000e+00
1.8436e+02 6.0000e-01
1.1272e+02 8.0000e-01
1.4753e+02 1.0000e+00
1.6792e+02 1.0000e+00
1.2927e+02 1.0000e+00
1.2018e+02 1.0000e+00
7.6453e+01 8.0000e-01
9.4369e+01 1.0000e+00
6.1969e+01 1.0000e+00
9.6691e+01 1.0000e+00
1.1392e+02 1.0000e+00
1.3523e+02 1.0000e+00
1.2097e+02 1.0000e+00
1.2829e+02 1.0000e+00
1.0170e+02 1.0000e+00
1.1442e+02 8.0000e-01
1.6579e+02 8.0000e-01
1.0198e+02 1.0000e+00
1.2435e+02 1.0000e+00
1.2315e+02 1.0000e+00
1.3079e+02 1.0000e+00
1.2917e+02 1.0000e+00
1.1732e+02 1.0000e+00
8.1797e+01 8.0000e-01
1.5266e+02 8.0000e-01
1.2849e+02 1.0000e+00
1.2294e+02 1.0000e+00
1.0553e+02 8.0000e-01
1.1097e+02 1.0000e+00
9.5787e+01 1.0000e+00
1.1677e+02 1.0000e+00
1.4846e+02 1.0000e+00
8.0702e+01 1.0000e+00
1.2227e+02 8.0000e-01
8.0577e+01 1.0000e+00
7.7772e+01 1.0000e+00
7.2511e+01 1.0000e+00
1.1096e+02 1.0000e+00
1.1430e+02 1.0000e+00
6.7484e+01 1.0000e+00
1.3571e+02 1.0000e+00
9.9216e+01 1.0000e+00
1.7096e+02 6.0000e-01
1.7501e+02 1.0000e+00
1.4342e+02 1.0000e+00
1.1772e+02 1.0000e+00
9.1234e+01 1.0000e+00
8.4566e+01 1.0000e+00
1.0930e+02 1.0000e+00
1.2589e+02 1.0000e+00
1.2416e+02 1.0000e+00
5.2100e+01 1.0000e+00
6.5264e+01 1.0000e+00
1.1311e+02 1.0000e+00
1.0745e+02 1.0000e+00
1.1773e+02 6.0000e-01
9.5189e+01 1.0000e+00
1.6870e+02 1.0000e+00
1.0352e+02 1.0000e+00
1.1878e+02 1.0000e+00
1.3299e+02 8.0000e-01
1.0725e+02 1.0000e+00
1.2211e+02 1.0000e+00
8.7200e+01 1.0000e+00
1.6237e+02 8.0000e-01
1.3247e+02 1.0000e+00
1.2358e+02 1.0000e+00
1.5188e+02 1.0000e+00
1.6385e+02 6.0000e-01
1.0214e+02 6.0000e-01
1.3292e+02 1.0000e+00
1.4390e+02 1.0000e+00
1.4943e+02 1.0000e+00
1.3359e+02 1.0000e+00
1.3929e+02 1.0000e+00
1.0692e+02 1.0000e+00
1.3707e+02 1.0000e+00
1.5152e+02 1.0000e+00
1.4735e+02 1.0000e+00
1.4445e+02 1.0000e+00
1.2858e+02 1.0000e+00
1.2859e+02 1.0000e+00
1.2671e+02 1.0000e+00
1.3582e+02 1.0000e+00
8.5081e+01 1.0000e+00
1.3706e+02 1.0000e+00
1.1919e+02 1.0000e+00
1.0909e+02 1.0000e+00
7.2717e+01 8.0000e-01
1.0850e+02 1.0000e+00
1.1307e+02 1.0000e+00
1.2414e+02 1.0000e+00
9.2221e+01 1.0000e+00
1.0884e+02 1.0000e+00
1.5058e+02 1.0000e+00
8.0599e+01 1.0000e+00
1.2825e+02 1.0000e+00
8.2714e+01 1.0000e+00
1.3955e+02 1.0000e+00
1.3600e+02 1.0000e+00
7.9759e+01 1.0000e+00
1.2641e+02 1.0000e+00
6.6549e+01 1.0000e+00
6.7251e+01 1.0000e+00
1.1376e+02 1.0000e+00
1.3256e+02 1.0000e+00
1.1773e+02 1.0000e+00
1.5114e+02 1.0000e+00
1.4411e+02 1.0000e+00
1.3178e+02 1.0000e+00
9.5748e+01 1.0000e+00
