# timeSteps mean_CV Std_CV
1.4180e+08 1.2825e+00 5.0656e-02
1.4190e+08 1.2831e+00 4.8487e-02
1.4200e+08 1.2816e+00 4.8214e-02
1.4210e+08 1.2848e+00 4.9328e-02
1.4220e+08 1.2854e+00 4.9948e-02
1.4230e+08 1.2852e+00 5.1509e-02
1.4240e+08 1.2868e+00 5.2009e-02
1.4250e+08 1.2866e+00 5.3109e-02
1.4260e+08 1.2874e+00 5.1358e-02
1.4270e+08 1.2877e+00 5.1658e-02
1.4280e+08 1.2909e+00 5.2221e-02
1.4290e+08 1.2907e+00 5.2484e-02
1.4300e+08 1.2877e+00 5.2560e-02
1.4310e+08 1.2873e+00 5.3118e-02
1.4320e+08 1.2878e+00 5.5142e-02
1.4330e+08 1.2870e+00 5.2099e-02
1.4340e+08 1.2882e+00 5.2226e-02
1.4350e+08 1.2891e+00 5.3624e-02
1.4360e+08 1.2873e+00 5.4411e-02
1.4370e+08 1.2883e+00 5.3364e-02
1.4380e+08 1.2902e+00 5.4317e-02
1.4390e+08 1.2880e+00 5.3759e-02
1.4400e+08 1.2878e+00 5.4585e-02
1.4410e+08 1.2902e+00 5.3516e-02
1.4420e+08 1.2889e+00 5.3737e-02
1.4430e+08 1.2894e+00 5.4204e-02
1.4440e+08 1.2895e+00 5.4225e-02
1.4450e+08 1.2877e+00 5.6168e-02
1.4460e+08 1.2875e+00 5.3759e-02
1.4470e+08 1.2880e+00 5.2779e-02
1.4480e+08 1.2907e+00 5.3636e-02
1.4490e+08 1.2887e+00 5.4532e-02
1.4500e+08 1.2881e+00 5.5816e-02
1.4510e+08 1.2909e+00 5.7456e-02
1.4520e+08 1.2904e+00 5.5914e-02
1.4530e+08 1.2915e+00 5.4618e-02
1.4540e+08 1.2914e+00 5.4090e-02
1.4550e+08 1.2919e+00 5.5526e-02
1.4560e+08 1.2927e+00 5.6358e-02
1.4570e+08 1.2909e+00 5.6066e-02
1.4580e+08 1.2926e+00 5.5727e-02
1.4590e+08 1.2949e+00 5.5536e-02
1.4600e+08 1.2936e+00 5.6504e-02
1.4610e+08 1.2929e+00 5.8204e-02
1.4620e+08 1.2937e+00 6.0373e-02
1.4630e+08 1.2926e+00 5.8392e-02
1.4640e+08 1.2924e+00 6.2375e-02
1.4650e+08 1.2908e+00 6.2093e-02
1.4660e+08 1.2923e+00 6.4824e-02
1.4670e+08 1.2914e+00 6.1466e-02
1.4680e+08 1.2942e+00 6.3908e-02
1.4690e+08 1.2947e+00 6.2901e-02
1.4700e+08 1.2943e+00 6.5628e-02
1.4710e+08 1.2931e+00 6.4229e-02
1.4720e+08 1.2928e+00 6.3620e-02
1.4730e+08 1.2916e+00 6.3006e-02
1.4740e+08 1.2932e+00 6.3179e-02
1.4750e+08 1.2932e+00 6.1279e-02
1.4760e+08 1.2944e+00 5.8911e-02
1.4770e+08 1.2950e+00 6.2952e-02
1.4780e+08 1.2942e+00 6.3140e-02
1.4790e+08 1.2934e+00 5.9851e-02
1.4800e+08 1.2943e+00 5.8490e-02
1.4810e+08 1.2932e+00 5.7027e-02
1.4820e+08 1.2899e+00 5.9370e-02
1.4830e+08 1.2884e+00 5.9165e-02
1.4840e+08 1.2884e+00 5.9916e-02
1.4850e+08 1.2901e+00 5.9996e-02
1.4860e+08 1.2888e+00 5.8501e-02
1.4870e+08 1.2878e+00 5.8467e-02
1.4880e+08 1.2898e+00 6.0505e-02
1.4890e+08 1.2927e+00 5.9143e-02
1.4900e+08 1.2900e+00 5.8843e-02
1.4910e+08 1.2913e+00 5.9188e-02
1.4920e+08 1.2909e+00 6.0200e-02
1.4930e+08 1.2902e+00 5.7744e-02
1.4940e+08 1.2896e+00 5.5209e-02
1.4950e+08 1.2910e+00 5.7200e-02
1.4960e+08 1.2903e+00 5.7780e-02
1.4970e+08 1.2907e+00 5.7534e-02
1.4980e+08 1.2904e+00 5.8593e-02
1.4990e+08 1.2903e+00 6.0121e-02
1.5000e+08 1.2898e+00 6.1547e-02
1.5010e+08 1.2917e+00 6.1794e-02
1.5020e+08 1.2910e+00 6.0627e-02
1.5030e+08 1.2920e+00 6.1361e-02
1.5040e+08 1.2917e+00 6.1066e-02
1.5050e+08 1.2917e+00 5.7902e-02
1.5060e+08 1.2923e+00 5.6569e-02
1.5070e+08 1.2891e+00 5.5956e-02
1.5080e+08 1.2894e+00 5.6460e-02
1.5090e+08 1.2891e+00 5.8299e-02
1.5100e+08 1.2899e+00 5.7758e-02
1.5110e+08 1.2885e+00 5.5905e-02
1.5120e+08 1.2878e+00 5.5320e-02
1.5130e+08 1.2860e+00 5.8030e-02
1.5140e+08 1.2858e+00 5.9608e-02
1.5150e+08 1.2843e+00 6.0517e-02
1.5160e+08 1.2828e+00 5.9598e-02
1.5170e+08 1.2827e+00 5.9991e-02
1.5180e+08 1.2818e+00 6.0761e-02
1.5190e+08 1.2832e+00 5.8831e-02
1.5200e+08 1.2821e+00 6.0405e-02
1.5210e+08 1.2837e+00 6.0404e-02
1.5220e+08 1.2809e+00 5.8455e-02
1.5230e+08 1.2841e+00 6.0374e-02
1.5240e+08 1.2852e+00 6.1460e-02
1.5250e+08 1.2868e+00 6.2303e-02
1.5260e+08 1.2861e+00 6.3101e-02
1.5270e+08 1.2871e+00 6.2794e-02
1.5280e+08 1.2852e+00 6.4008e-02
1.5290e+08 1.2841e+00 6.2228e-02
1.5300e+08 1.2848e+00 6.4073e-02
1.5310e+08 1.2862e+00 6.4263e-02
1.5320e+08 1.2828e+00 6.3716e-02
1.5330e+08 1.2842e+00 6.4203e-02
1.5340e+08 1.2835e+00 6.3734e-02
1.5350e+08 1.2828e+00 6.5369e-02
1.5360e+08 1.2825e+00 6.5277e-02
1.5370e+08 1.2812e+00 6.3295e-02
1.5380e+08 1.2799e+00 6.3959e-02
1.5390e+08 1.2798e+00 6.5256e-02
1.5400e+08 1.2792e+00 6.7843e-02
1.5410e+08 1.2781e+00 6.9106e-02
1.5420e+08 1.2754e+00 6.9185e-02
1.5430e+08 1.2743e+00 6.8544e-02
1.5440e+08 1.2721e+00 6.8667e-02
1.5450e+08 1.2713e+00 6.8336e-02
1.5460e+08 1.2715e+00 6.6627e-02
1.5470e+08 1.2735e+00 6.5098e-02
1.5480e+08 1.2718e+00 6.5035e-02
1.5490e+08 1.2720e+00 6.4342e-02
1.5500e+08 1.2715e+00 6.3663e-02
1.5510e+08 1.2718e+00 6.2847e-02
1.5520e+08 1.2735e+00 6.4747e-02
1.5530e+08 1.2754e+00 6.7797e-02
1.5540e+08 1.2745e+00 6.8842e-02
1.5550e+08 1.2749e+00 6.9675e-02
1.5560e+08 1.2754e+00 6.7838e-02
1.5570e+08 1.2772e+00 6.8277e-02
1.5580e+08 1.2751e+00 6.8718e-02
1.5590e+08 1.2751e+00 6.8952e-02
1.5600e+08 1.2746e+00 7.0941e-02
1.5610e+08 1.2770e+00 6.9087e-02
1.5620e+08 1.2779e+00 6.9427e-02
1.5630e+08 1.2764e+00 7.0018e-02
1.5640e+08 1.2763e+00 7.1992e-02
1.5650e+08 1.2742e+00 7.5492e-02
1.5660e+08 1.2760e+00 7.7486e-02
1.5670e+08 1.2756e+00 7.6912e-02
1.5680e+08 1.2774e+00 7.7928e-02
1.5690e+08 1.2799e+00 7.7075e-02
1.5700e+08 1.2742e+00 7.6082e-02
1.5710e+08 1.2716e+00 7.7098e-02
1.5720e+08 1.2735e+00 7.6760e-02
1.5730e+08 1.2730e+00 7.8450e-02
1.5740e+08 1.2739e+00 7.7473e-02
1.5750e+08 1.2760e+00 7.9150e-02
1.5760e+08 1.2782e+00 7.6568e-02
1.5770e+08 1.2783e+00 7.5581e-02
1.5780e+08 1.2768e+00 7.5201e-02
1.5790e+08 1.2787e+00 7.4610e-02
1.5800e+08 1.2757e+00 7.3256e-02
1.5810e+08 1.2771e+00 7.1445e-02
1.5820e+08 1.2768e+00 7.0949e-02
1.5830e+08 1.2767e+00 7.3001e-02
1.5840e+08 1.2760e+00 7.1537e-02
1.5850e+08 1.2766e+00 7.1674e-02
1.5860e+08 1.2789e+00 7.2795e-02
1.5870e+08 1.2778e+00 7.2856e-02
1.5880e+08 1.2762e+00 7.1699e-02
1.5890e+08 1.2766e+00 7.1209e-02
1.5900e+08 1.2773e+00 7.3643e-02
1.5910e+08 1.2787e+00 7.4653e-02
1.5920e+08 1.2796e+00 7.3806e-02
1.5930e+08 1.2793e+00 7.6071e-02
1.5940e+08 1.2790e+00 7.7329e-02
1.5950e+08 1.2768e+00 7.7294e-02
1.5960e+08 1.2783e+00 7.6568e-02
1.5970e+08 1.2774e+00 7.6827e-02
1.5980e+08 1.2778e+00 7.5527e-02
1.5990e+08 1.2768e+00 7.6108e-02
1.6000e+08 1.2763e+00 7.4372e-02
1.6010e+08 1.2789e+00 7.4858e-02
1.6020e+08 1.2787e+00 7.4977e-02
1.6030e+08 1.2784e+00 7.5053e-02
1.6040e+08 1.2789e+00 7.3024e-02
1.6050e+08 1.2763e+00 7.2445e-02
1.6060e+08 1.2763e+00 7.2448e-02
1.6070e+08 1.2748e+00 7.1852e-02
1.6080e+08 1.2740e+00 7.5654e-02
1.6090e+08 1.2750e+00 7.7090e-02
1.6100e+08 1.2749e+00 7.8454e-02
1.6110e+08 1.2750e+00 7.8832e-02
1.6120e+08 1.2752e+00 7.9045e-02
1.6130e+08 1.2767e+00 7.8079e-02
1.6140e+08 1.2746e+00 7.6710e-02
1.6150e+08 1.2732e+00 7.5184e-02
1.6160e+08 1.2724e+00 7.2511e-02
1.6170e+08 1.2733e+00 7.3046e-02
1.6180e+08 1.2749e+00 7.4112e-02
1.6190e+08 1.2742e+00 7.3924e-02
1.6200e+08 1.2737e+00 7.2468e-02
1.6210e+08 1.2752e+00 7.2662e-02
1.6220e+08 1.2741e+00 7.4156e-02
1.6230e+08 1.2740e+00 7.4220e-02
1.6240e+08 1.2735e+00 7.2774e-02
1.6250e+08 1.2740e+00 7.4759e-02
1.6260e+08 1.2736e+00 7.4462e-02
1.6270e+08 1.2748e+00 7.2709e-02
1.6280e+08 1.2741e+00 7.0842e-02
1.6290e+08 1.2748e+00 7.2355e-02
1.6300e+08 1.2737e+00 6.9863e-02
1.6310e+08 1.2738e+00 7.1143e-02
1.6320e+08 1.2705e+00 6.8435e-02
1.6330e+08 1.2705e+00 7.1217e-02
1.6340e+08 1.2720e+00 6.9466e-02
1.6350e+08 1.2725e+00 7.2279e-02
1.6360e+08 1.2726e+00 7.4173e-02
1.6370e+08 1.2720e+00 7.1984e-02
1.6380e+08 1.2731e+00 7.0310e-02
1.6390e+08 1.2720e+00 6.9985e-02
1.6400e+08 1.2734e+00 7.3620e-02
1.6410e+08 1.2729e+00 7.2894e-02
1.6420e+08 1.2736e+00 7.2676e-02
1.6430e+08 1.2733e+00 7.2159e-02
1.6440e+08 1.2736e+00 7.4551e-02
1.6450e+08 1.2727e+00 7.4205e-02
1.6460e+08 1.2715e+00 7.5020e-02
1.6470e+08 1.2712e+00 7.5438e-02
1.6480e+08 1.2713e+00 7.4890e-02
1.6490e+08 1.2709e+00 7.5451e-02
1.6500e+08 1.2687e+00 7.8251e-02
1.6510e+08 1.2676e+00 7.8997e-02
1.6520e+08 1.2690e+00 7.7398e-02
1.6530e+08 1.2684e+00 7.7851e-02
1.6540e+08 1.2665e+00 7.6739e-02
1.6550e+08 1.2681e+00 7.7837e-02
1.6560e+08 1.2693e+00 7.6138e-02
1.6570e+08 1.2718e+00 7.6405e-02
1.6580e+08 1.2683e+00 7.6607e-02
1.6590e+08 1.2663e+00 7.4534e-02
1.6600e+08 1.2643e+00 7.5114e-02
1.6610e+08 1.2648e+00 7.3466e-02
1.6620e+08 1.2636e+00 7.5092e-02
1.6630e+08 1.2636e+00 7.3425e-02
1.6640e+08 1.2633e+00 7.2187e-02
1.6650e+08 1.2662e+00 7.3884e-02
1.6660e+08 1.2641e+00 7.1784e-02
1.6670e+08 1.2650e+00 7.0831e-02
1.6680e+08 1.2663e+00 7.0433e-02
1.6690e+08 1.2651e+00 7.2217e-02
1.6700e+08 1.2647e+00 7.2534e-02
1.6710e+08 1.2646e+00 7.0837e-02
1.6720e+08 1.2645e+00 6.9212e-02
1.6730e+08 1.2655e+00 7.1862e-02
1.6740e+08 1.2653e+00 7.1402e-02
1.6750e+08 1.2652e+00 6.9612e-02
1.6760e+08 1.2645e+00 6.9458e-02
1.6770e+08 1.2640e+00 6.9829e-02
1.6780e+08 1.2637e+00 7.1331e-02
1.6790e+08 1.2626e+00 7.3280e-02
1.6800e+08 1.2630e+00 7.2147e-02
1.6810e+08 1.2628e+00 7.2865e-02
1.6820e+08 1.2617e+00 7.1050e-02
1.6830e+08 1.2620e+00 7.0081e-02
1.6840e+08 1.2619e+00 7.1586e-02
1.6850e+08 1.2595e+00 7.0895e-02
1.6860e+08 1.2579e+00 6.9447e-02
1.6870e+08 1.2581e+00 7.1181e-02
1.6880e+08 1.2576e+00 7.3768e-02
1.6890e+08 1.2579e+00 7.0512e-02
1.6900e+08 1.2587e+00 7.2322e-02
1.6910e+08 1.2588e+00 7.2489e-02
1.6920e+08 1.2562e+00 7.4639e-02
1.6930e+08 1.2547e+00 7.5827e-02
1.6940e+08 1.2555e+00 7.9214e-02
1.6950e+08 1.2559e+00 7.7525e-02
1.6960e+08 1.2549e+00 7.7392e-02
1.6970e+08 1.2520e+00 7.6248e-02
1.6980e+08 1.2499e+00 7.7170e-02
1.6990e+08 1.2498e+00 7.7399e-02
1.7000e+08 1.2490e+00 7.6115e-02
1.7010e+08 1.2489e+00 7.5213e-02
1.7020e+08 1.2509e+00 7.4338e-02
1.7030e+08 1.2540e+00 7.3857e-02
1.7040e+08 1.2536e+00 7.2330e-02
1.7050e+08 1.2532e+00 7.1197e-02
1.7060e+08 1.2531e+00 6.9150e-02
1.7070e+08 1.2504e+00 6.7560e-02
1.7080e+08 1.2530e+00 6.7813e-02
1.7090e+08 1.2554e+00 6.6724e-02
1.7100e+08 1.2534e+00 6.7238e-02
1.7110e+08 1.2540e+00 6.8125e-02
1.7120e+08 1.2540e+00 6.8317e-02
1.7130e+08 1.2534e+00 6.7646e-02
1.7140e+08 1.2533e+00 6.7668e-02
1.7150e+08 1.2495e+00 6.8012e-02
1.7160e+08 1.2509e+00 7.0447e-02
1.7170e+08 1.2495e+00 6.8508e-02
1.7180e+08 1.2472e+00 6.6565e-02
1.7190e+08 1.2452e+00 6.6082e-02
1.7200e+08 1.2436e+00 6.6345e-02
1.7210e+08 1.2436e+00 6.6329e-02
1.7220e+08 1.2450e+00 6.7420e-02
1.7230e+08 1.2457e+00 6.9480e-02
1.7240e+08 1.2452e+00 6.9841e-02
1.7250e+08 1.2455e+00 7.0720e-02
1.7260e+08 1.2451e+00 7.2217e-02
1.7270e+08 1.2441e+00 7.2079e-02
1.7280e+08 1.2459e+00 7.0542e-02
1.7290e+08 1.2458e+00 6.9904e-02
1.7300e+08 1.2456e+00 7.2091e-02
1.7310e+08 1.2416e+00 6.9933e-02
1.7320e+08 1.2419e+00 7.0830e-02
1.7330e+08 1.2410e+00 7.1314e-02
1.7340e+08 1.2392e+00 7.1444e-02
1.7350e+08 1.2357e+00 7.2895e-02
1.7360e+08 1.2393e+00 7.5496e-02
1.7370e+08 1.2390e+00 7.7338e-02
1.7380e+08 1.2381e+00 7.7359e-02
1.7390e+08 1.2374e+00 7.8701e-02
1.7400e+08 1.2390e+00 7.9588e-02
1.7410e+08 1.2388e+00 8.0853e-02
1.7420e+08 1.2410e+00 7.8646e-02
1.7430e+08 1.2390e+00 7.9201e-02
1.7440e+08 1.2377e+00 7.9441e-02
1.7450e+08 1.2364e+00 8.0222e-02
1.7460e+08 1.2344e+00 7.9816e-02
1.7470e+08 1.2338e+00 8.0897e-02
1.7480e+08 1.2313e+00 7.9460e-02
1.7490e+08 1.2281e+00 8.0955e-02
1.7500e+08 1.2267e+00 8.1104e-02
1.7510e+08 1.2267e+00 8.0918e-02
1.7520e+08 1.2295e+00 8.2164e-02
1.7530e+08 1.2272e+00 8.2603e-02
1.7540e+08 1.2300e+00 8.4369e-02
1.7550e+08 1.2296e+00 8.5312e-02
1.7560e+08 1.2308e+00 8.0948e-02
1.7570e+08 1.2321e+00 8.1744e-02
1.7580e+08 1.2319e+00 8.2886e-02
1.7590e+08 1.2297e+00 8.2199e-02
1.7600e+08 1.2285e+00 8.3013e-02
1.7610e+08 1.2296e+00 8.1933e-02
1.7620e+08 1.2278e+00 7.9129e-02
1.7630e+08 1.2283e+00 8.0186e-02
1.7640e+08 1.2279e+00 7.7043e-02
1.7650e+08 1.2260e+00 7.7825e-02
1.7660e+08 1.2233e+00 7.9991e-02
1.7670e+08 1.2245e+00 8.2004e-02
1.7680e+08 1.2250e+00 8.0007e-02
1.7690e+08 1.2246e+00 7.7718e-02
1.7700e+08 1.2249e+00 7.7548e-02
1.7710e+08 1.2267e+00 7.6085e-02
1.7720e+08 1.2263e+00 7.9333e-02
1.7730e+08 1.2243e+00 7.9206e-02
1.7740e+08 1.2253e+00 7.8767e-02
1.7750e+08 1.2256e+00 7.8260e-02
1.7760e+08 1.2234e+00 7.7712e-02
1.7770e+08 1.2195e+00 7.9016e-02
1.7780e+08 1.2189e+00 7.7436e-02
1.7790e+08 1.2211e+00 7.7985e-02
1.7800e+08 1.2213e+00 7.9303e-02
1.7810e+08 1.2209e+00 7.9423e-02
1.7820e+08 1.2199e+00 7.9696e-02
1.7830e+08 1.2216e+00 7.9199e-02
1.7840e+08 1.2208e+00 7.7097e-02
1.7850e+08 1.2201e+00 7.9568e-02
1.7860e+08 1.2234e+00 7.7908e-02
1.7870e+08 1.2224e+00 7.6791e-02
1.7880e+08 1.2199e+00 7.5997e-02
1.7890e+08 1.2180e+00 7.7127e-02
1.7900e+08 1.2197e+00 7.9010e-02
1.7910e+08 1.2193e+00 7.9750e-02
1.7920e+08 1.2206e+00 7.9949e-02
1.7930e+08 1.2200e+00 8.3054e-02
1.7940e+08 1.2194e+00 8.2915e-02
1.7950e+08 1.2206e+00 8.2579e-02
1.7960e+08 1.2186e+00 8.0575e-02
1.7970e+08 1.2198e+00 7.9513e-02
1.7980e+08 1.2206e+00 7.8159e-02
1.7990e+08 1.2190e+00 7.9440e-02
1.8000e+08 1.2167e+00 7.6217e-02
1.8010e+08 1.2162e+00 7.5616e-02
1.8020e+08 1.2151e+00 7.7535e-02
1.8030e+08 1.2148e+00 8.0507e-02
1.8040e+08 1.2146e+00 8.2165e-02
1.8050e+08 1.2141e+00 8.4889e-02
1.8060e+08 1.2157e+00 8.4751e-02
1.8070e+08 1.2152e+00 8.4922e-02
1.8080e+08 1.2138e+00 8.1970e-02
1.8090e+08 1.2123e+00 8.3193e-02
1.8100e+08 1.2112e+00 8.2729e-02
1.8110e+08 1.2081e+00 8.2628e-02
1.8120e+08 1.2091e+00 8.1201e-02
1.8130e+08 1.2076e+00 8.0348e-02
1.8140e+08 1.2053e+00 8.0897e-02
1.8150e+08 1.2052e+00 8.1966e-02
1.8160e+08 1.2042e+00 8.3547e-02
1.8170e+08 1.2045e+00 8.4534e-02
1.8180e+08 1.2045e+00 8.2881e-02
1.8190e+08 1.2062e+00 8.2186e-02
1.8200e+08 1.2040e+00 8.1066e-02
1.8210e+08 1.2044e+00 7.9613e-02
1.8220e+08 1.2040e+00 7.9443e-02
1.8230e+08 1.2034e+00 7.8786e-02
1.8240e+08 1.2015e+00 7.8942e-02
1.8250e+08 1.2033e+00 7.5394e-02
1.8260e+08 1.2037e+00 7.9358e-02
1.8270e+08 1.2064e+00 7.6944e-02
1.8280e+08 1.2075e+00 7.7002e-02
1.8290e+08 1.2082e+00 7.6086e-02
1.8300e+08 1.2079e+00 7.5402e-02
1.8310e+08 1.2089e+00 7.5895e-02
1.8320e+08 1.2082e+00 7.4470e-02
1.8330e+08 1.2079e+00 7.3866e-02
1.8340e+08 1.2070e+00 7.4816e-02
1.8350e+08 1.2083e+00 7.3445e-02
1.8360e+08 1.2089e+00 7.5391e-02
1.8370e+08 1.2089e+00 7.5397e-02
1.8380e+08 1.2090e+00 7.2778e-02
1.8390e+08 1.2078e+00 7.3620e-02
1.8400e+08 1.2062e+00 7.4355e-02
1.8410e+08 1.2049e+00 7.3171e-02
1.8420e+08 1.2066e+00 7.2775e-02
1.8430e+08 1.2087e+00 7.2343e-02
1.8440e+08 1.2074e+00 7.1534e-02
1.8450e+08 1.2061e+00 6.9312e-02
1.8460e+08 1.2047e+00 6.9581e-02
1.8470e+08 1.2038e+00 6.8119e-02
1.8480e+08 1.2044e+00 6.8016e-02
1.8490e+08 1.2046e+00 6.8289e-02
1.8500e+08 1.2043e+00 6.7002e-02
1.8510e+08 1.2052e+00 6.6857e-02
1.8520e+08 1.2069e+00 6.7148e-02
1.8530e+08 1.2087e+00 6.5940e-02
1.8540e+08 1.2071e+00 6.6619e-02
1.8550e+08 1.2074e+00 6.5615e-02
1.8560e+08 1.2099e+00 6.4941e-02
1.8570e+08 1.2115e+00 6.4425e-02
1.8580e+08 1.2118e+00 6.1826e-02
1.8590e+08 1.2110e+00 6.0475e-02
1.8600e+08 1.2110e+00 5.7630e-02
1.8610e+08 1.2108e+00 5.6367e-02
1.8620e+08 1.2092e+00 5.5295e-02
1.8630e+08 1.2087e+00 5.5763e-02
1.8640e+08 1.2065e+00 5.3048e-02
1.8650e+08 1.2063e+00 5.6598e-02
1.8660e+08 1.2069e+00 5.7800e-02
1.8670e+08 1.2068e+00 5.7627e-02
1.8680e+08 1.2075e+00 5.9674e-02
1.8690e+08 1.2063e+00 6.1440e-02
1.8700e+08 1.2075e+00 6.1578e-02
1.8710e+08 1.2066e+00 6.3207e-02
1.8720e+08 1.2054e+00 6.2310e-02
1.8730e+08 1.2047e+00 6.4386e-02
1.8740e+08 1.2060e+00 6.5318e-02
1.8750e+08 1.2068e+00 6.4794e-02
1.8760e+08 1.2083e+00 6.3757e-02
1.8770e+08 1.2089e+00 6.2708e-02
1.8780e+08 1.2087e+00 6.2734e-02
1.8790e+08 1.2065e+00 6.4909e-02
1.8800e+08 1.2081e+00 6.3606e-02
1.8810e+08 1.2059e+00 6.5483e-02
1.8820e+08 1.2084e+00 6.9801e-02
1.8830e+08 1.2075e+00 7.0691e-02
1.8840e+08 1.2082e+00 7.1236e-02
1.8850e+08 1.2073e+00 7.0846e-02
1.8860e+08 1.2066e+00 6.9286e-02
1.8870e+08 1.2067e+00 6.8702e-02
1.8880e+08 1.2086e+00 6.7197e-02
1.8890e+08 1.2107e+00 6.8486e-02
1.8900e+08 1.2103e+00 6.9592e-02
1.8910e+08 1.2095e+00 6.7404e-02
1.8920e+08 1.2115e+00 6.6243e-02
1.8930e+08 1.2084e+00 6.5044e-02
1.8940e+08 1.2105e+00 6.4123e-02
1.8950e+08 1.2114e+00 6.4112e-02
1.8960e+08 1.2115e+00 6.5402e-02
1.8970e+08 1.2096e+00 6.7983e-02
1.8980e+08 1.2082e+00 6.7171e-02
1.8990e+08 1.2106e+00 6.7696e-02
1.9000e+08 1.2114e+00 6.6663e-02
1.9010e+08 1.2126e+00 6.7726e-02
1.9020e+08 1.2125e+00 6.6342e-02
1.9030e+08 1.2102e+00 6.5118e-02
1.9040e+08 1.2106e+00 6.3821e-02
1.9050e+08 1.2116e+00 6.3504e-02
1.9060e+08 1.2106e+00 6.3476e-02
1.9070e+08 1.2123e+00 6.4350e-02
1.9080e+08 1.2109e+00 6.2820e-02
1.9090e+08 1.2096e+00 6.5197e-02
1.9100e+08 1.2096e+00 6.7167e-02
1.9110e+08 1.2090e+00 6.6881e-02
1.9120e+08 1.2104e+00 6.8838e-02
1.9130e+08 1.2090e+00 6.9440e-02
1.9140e+08 1.2115e+00 6.7878e-02
1.9150e+08 1.2101e+00 6.6080e-02
1.9160e+08 1.2119e+00 6.5135e-02
1.9170e+08 1.2120e+00 6.6678e-02
1.9180e+08 1.2109e+00 6.6753e-02
1.9190e+08 1.2100e+00 6.7236e-02
1.9200e+08 1.2083e+00 6.8047e-02
1.9210e+08 1.2075e+00 6.4088e-02
1.9220e+08 1.2058e+00 6.6126e-02
1.9230e+08 1.2058e+00 6.6745e-02
1.9240e+08 1.2054e+00 6.4396e-02
1.9250e+08 1.2045e+00 6.7117e-02
1.9260e+08 1.2031e+00 6.5333e-02
1.9270e+08 1.2047e+00 6.3440e-02
1.9280e+08 1.2063e+00 6.3288e-02
1.9290e+08 1.2043e+00 6.5853e-02
1.9300e+08 1.2039e+00 6.4015e-02
1.9310e+08 1.2030e+00 6.3552e-02
1.9320e+08 1.2024e+00 6.2405e-02
1.9330e+08 1.2003e+00 6.2911e-02
1.9340e+08 1.1974e+00 6.5214e-02
1.9350e+08 1.1954e+00 6.2832e-02
1.9360e+08 1.1952e+00 6.4012e-02
1.9370e+08 1.1978e+00 6.3051e-02
1.9380e+08 1.1987e+00 6.4998e-02
1.9390e+08 1.1986e+00 6.5860e-02
1.9400e+08 1.1978e+00 6.7577e-02
1.9410e+08 1.1963e+00 6.5549e-02
1.9420e+08 1.1958e+00 6.6360e-02
1.9430e+08 1.1939e+00 6.1823e-02
1.9440e+08 1.1929e+00 6.3049e-02
1.9450e+08 1.1930e+00 6.1573e-02
1.9460e+08 1.1937e+00 6.1761e-02
1.9470e+08 1.1935e+00 6.2468e-02
1.9480e+08 1.1919e+00 6.0824e-02
1.9490e+08 1.1913e+00 6.1796e-02
1.9500e+08 1.1923e+00 6.2172e-02
1.9510e+08 1.1914e+00 6.2187e-02
1.9520e+08 1.1938e+00 6.2704e-02
1.9530e+08 1.1922e+00 6.1270e-02
1.9540e+08 1.1902e+00 6.0660e-02
1.9550e+08 1.1913e+00 6.0568e-02
1.9560e+08 1.1925e+00 6.0368e-02
1.9570e+08 1.1930e+00 6.0959e-02
1.9580e+08 1.1913e+00 6.2032e-02
1.9590e+08 1.1916e+00 6.2048e-02
1.9600e+08 1.1916e+00 6.3287e-02
1.9610e+08 1.1895e+00 6.3325e-02
1.9620e+08 1.1919e+00 6.3856e-02
1.9630e+08 1.1905e+00 6.3897e-02
1.9640e+08 1.1913e+00 6.3020e-02
1.9650e+08 1.1902e+00 6.2183e-02
1.9660e+08 1.1902e+00 6.0936e-02
1.9670e+08 1.1897e+00 6.1583e-02
1.9680e+08 1.1886e+00 6.5516e-02
1.9690e+08 1.1882e+00 6.5916e-02
1.9700e+08 1.1891e+00 6.7845e-02
1.9710e+08 1.1890e+00 6.7328e-02
1.9720e+08 1.1889e+00 6.9962e-02
1.9730e+08 1.1895e+00 6.9206e-02
1.9740e+08 1.1871e+00 6.9160e-02
1.9750e+08 1.1873e+00 6.8575e-02
1.9760e+08 1.1895e+00 7.0803e-02
1.9770e+08 1.1896e+00 6.8696e-02
1.9780e+08 1.1881e+00 6.9371e-02
1.9790e+08 1.1880e+00 7.0751e-02
1.9800e+08 1.1874e+00 7.2417e-02
1.9810e+08 1.1877e+00 7.2713e-02
1.9820e+08 1.1860e+00 7.4715e-02
1.9830e+08 1.1854e+00 7.3778e-02
1.9840e+08 1.1825e+00 7.6621e-02
1.9850e+08 1.1803e+00 7.3098e-02
1.9860e+08 1.1830e+00 7.2484e-02
1.9870e+08 1.1812e+00 7.1879e-02
1.9880e+08 1.1806e+00 7.0993e-02
1.9890e+08 1.1806e+00 7.3419e-02
1.9900e+08 1.1818e+00 7.0197e-02
1.9910e+08 1.1822e+00 7.0696e-02
1.9920e+08 1.1825e+00 7.0077e-02
1.9930e+08 1.1826e+00 7.0225e-02
1.9940e+08 1.1804e+00 7.0823e-02
1.9950e+08 1.1825e+00 6.7889e-02
1.9960e+08 1.1838e+00 6.8703e-02
1.9970e+08 1.1827e+00 6.6988e-02
1.9980e+08 1.1836e+00 6.7037e-02
1.9990e+08 1.1851e+00 6.8580e-02
