# Steps Temp KinEng PotEng Epair Ebond Eangle Bonds
401000000 309.54526340077961777 12916.816153417099486 4575.9763852755186235 -2580.3541359678029039 -970.99499381595990144 8127.3255150592822247 14532
402000000 309.22248275736734513 12903.347046563283584 4394.5584265145571408 -2665.8643785556837429 -1065.3129684328937401 8125.7357735031346238 14525
403000000 313.78956403911502093 13093.923857934703847 4439.0361252857674117 -2588.3790455503558405 -1008.8101918150910024 8036.2253626512156188 14520
404000000 308.42756609779428345 12870.176478110101016 4502.6366988997688168 -2530.1125700764614521 -981.59304240999608737 8014.3423113862254468 14520
405000000 309.7455122751796921 12925.172210515624101 4539.7765490632536967 -2561.3665958234851132 -939.09935807155272869 8040.2425029582909701 14529
406000000 306.80037860020451035 12802.276612602248861 4422.7089928750283434 -2652.7160572464172219 -998.15461945746369565 8073.5796695789085788 14529
407000000 308.00618862100191109 12852.593087108989494 4400.2117240050574765 -2618.6685986992570179 -1040.5823432953689007 8059.4626659996829403 14527
408000000 316.26873377021172473 13197.375544702177649 4309.4951561962734559 -2629.6543240729861282 -1056.1805493997298981 7995.3300296689885727 14530
409000000 312.95416546110550371 13059.06404541997108 4511.0063692666899442 -2509.7215688348383082 -1094.1526730366761058 8114.8806111382036761 14523
410000000 308.65201706328952014 12879.542448775933735 4450.384631582327529 -2640.5894057797013375 -995.33093299606059645 8086.3049703580891219 14526
411000000 308.97036103242623994 12892.826420488865551 4552.2833365563274128 -2617.1128038036567887 -922.89777531416416423 8092.2939156741467741 14523
412000000 308.71369406386969558 12882.11612885307477 4451.2212340835940267 -2641.802081177002492 -1015.7892284200370341 8108.8125436806312791 14526
413000000 308.93566779328551775 12891.37872852025248 4344.3134751262514328 -2612.7326168856443473 -1113.684601472479244 8070.7306934843745694 14522
414000000 309.97211462626000866 12934.627954973411761 4528.1797967656248147 -2631.1261306824790154 -870.29727641011857031 8029.6032038582216046 14520
415000000 308.17801279863084574 12859.763028230885539 4507.7920146526521421 -2595.8801979852678414 -975.2883536118339407 8078.9605662497542653 14519
416000000 312.10355344441370562 13023.569401060738528 4422.5344241608927405 -2677.576014394914182 -966.13776975926873547 8066.2482083150762264 14521
417000000 307.12753152562379455 12815.928167613194091 4350.2885497599263545 -2640.2813926977564734 -1028.8793714732173612 8019.4493139308988248 14530
418000000 309.33235833297874251 12907.93197412551126 4470.5518076730368193 -2602.6800840731980315 -929.16857187599578083 8002.4004636222307454 14523
419000000 310.44207647327607447 12954.23869206024392 4381.3499681712655729 -2675.9248418700080947 -1013.3083349409781704 8070.5831449822526338 14524
420000000 311.79505544317601107 13010.696285439762505 4467.7774215886156526 -2674.4270820487349738 -979.43785836324616412 8121.6423620005953126 14522
421000000 310.42676817445897086 12953.599901857900477 4359.4047692226931758 -2620.7816450520713261 -1026.8990780737383375 8007.0854923485021573 14522
422000000 308.57148652641632225 12876.182041551157454 4360.1510586250706183 -2615.0657574011302131 -1065.3018886555823883 8040.518704681784584 14527
423000000 312.05131898668088297 13021.389742809808013 4557.6582751686255506 -2579.5211613670335282 -991.88354996075042891 8129.062986496409394 14525
424000000 311.50003969521901581 12998.385762135809273 4458.7272702913996909 -2641.1083513224930357 -958.33600779118864921 8058.1716294050820579 14529
425000000 311.80776997473304846 13011.226841988405795 4386.4218093544250223 -2583.159338567085797 -1057.7370155866487949 8027.3181635081600689 14531
426000000 308.72783339855732265 12882.706140099524418 4541.027074545184405 -2540.1627373311789597 -947.71556416010071189 8028.9053760364640766 14527
427000000 309.4216484136326244 12911.657902745639149 4505.0177817834846792 -2606.2936550758358862 -995.50474703112035968 8106.8161838904406977 14530
428000000 308.54159065858124222 12874.934536018912695 4460.5777707648285286 -2610.8482065076659637 -961.43555535604991746 8032.8615326285435003 14530
429000000 310.06853039240883163 12938.651226762334773 4477.9990903573807373 -2621.874275073240824 -980.98141945542556641 8080.8547848860462182 14525
430000000 309.16191524775695143 12900.819663724621932 4537.8419615110906307 -2632.8535837371887283 -955.42301327851669157 8126.1185585267958231 14532
431000000 311.14834994722781403 12983.710325762027423 4408.3787782605650136 -2639.9561556403541545 -1037.4746116277851797 8085.8095455287048026 14529
432000000 310.90967085269949166 12973.750638607341898 4509.7606632043898571 -2640.9796708870408111 -909.43615635311857659 8060.1764904445499269 14517
433000000 308.89563783020298615 12889.708343814363616 4330.8388069481279672 -2624.2910813947419228 -1044.7195258772283069 7999.8494142200979695 14523
434000000 311.47746069944963665 12997.443577674392145 4385.2859616644891503 -2651.1570252144229016 -963.86746330522782955 8000.310450184138972 14524
435000000 312.41379853301145886 13036.515419771834786 4496.4136520446882059 -2590.0890955315662723 -972.47423720327230967 8058.9769847795250826 14522
436000000 310.59811622420789945 12960.749974944264977 4457.6189700172972152 -2589.3451090592125183 -1001.0964213105103227 8048.060500387020511 14523
437000000 310.59525377194580642 12960.630529506104722 4470.8379191183357761 -2609.2329537934974724 -1004.6830741720482365 8084.7539470838819398 14521
438000000 310.02462762542825203 12936.819236301604178 4434.2792720368397568 -2628.4161064931131477 -991.87244543918586714 8054.5678239691387716 14516
439000000 311.49770791625564925 12998.288460824041977 4521.9659192097369669 -2607.0506981377216107 -939.40424340970014327 8068.4208607571572429 14516
440000000 308.74540707014432428 12883.439460592095202 4448.3775173508729495 -2570.2905123405980703 -1005.8843491938084753 8024.5523788852797225 14509
441000000 311.47893752023719571 12997.505202983707932 4397.7646070371320093 -2612.3189117809060917 -1004.5302640264769707 8014.6137828445143896 14516
442000000 308.00734967075595705 12852.641535810977075 4328.2924665283244394 -2623.7762791908689906 -1067.0476743942876965 8019.1164201134824907 14519
443000000 310.67228741193093811 12963.845016959037821 4469.8728230975057159 -2699.1021102248455463 -871.86567553252029938 8040.8406088548708794 14522
444000000 307.15115756224707866 12816.914043372184096 4569.1836957185169013 -2658.5708757377960865 -935.21019407624544328 8162.9647655325588858 14522
445000000 308.74216060095295688 12883.303990757305655 4276.9772011171571648 -2688.5014341129890454 -1025.4716602358475939 7990.9502954659928946 14520
446000000 312.89754596690903554 13056.701406789352404 4404.1213077573302144 -2671.8629706633178102 -1035.3683721726997646 8111.3526505933477893 14525
447000000 308.72698982597842132 12882.670939199359054 4445.0363390977436211 -2600.6201322676815835 -923.32685837159920084 7968.983329737024178 14516
448000000 311.76161924524257074 13009.301047739043497 4274.3645682485685029 -2615.8361960046595414 -1026.535667188573143 7916.7364314418009599 14516
449000000 305.04245377418078533 12728.921292802451717 4480.3653754975121046 -2592.0288817438467959 -1011.8537890388505502 8084.2480462802095644 14525
450000000 311.04058992561766672 12979.213676798530287 4448.0580366108506496 -2655.9110722724067273 -913.98436112194292491 8017.9534700051999607 14521
451000000 311.17098099976936965 12984.65468246716955 4438.9381884079293741 -2671.0301670680746611 -970.81189593282101669 8080.7802514088252792 14527
452000000 310.36759536753726252 12951.130717674972402 4372.178074381928127 -2629.4706849196545591 -1011.2764780634634008 8012.9252373650451773 14530
453000000 312.90187221896940173 13056.881934192302651 4363.5091555115395749 -2611.646432137604279 -1080.6335153645172795 8055.7891030136615882 14532
454000000 310.67167705913118425 12963.819547937748212 4185.1037614128290443 -2617.9561805608532268 -1141.5181730506119493 7944.5781150242946751 14529
455000000 307.81209810278551231 12844.494008113630116 4368.3445255956685287 -2606.7587477230081277 -980.06719949365685807 7955.1704728123340828 14529
456000000 310.95874743679962648 12975.798523970841416 4506.1893767026995192 -2586.0795076556137246 -995.91645531021413262 8088.1853396685273765 14535
457000000 315.02044939714397742 13145.286685137805762 4382.981118618594337 -2611.9120165399522193 -1035.3825495364380913 8030.2756846949851024 14530
458000000 308.70139896219848197 12881.603074425654995 4486.1145160930518614 -2610.6335938467664164 -943.14166676448019189 8039.8897767042981286 14526
459000000 311.56714948064308146 13001.186143414122853 4393.3186149373368607 -2676.7696944728750168 -1006.7027082691560054 8076.7910176793666324 14533
460000000 313.68022289409287851 13089.361231284441601 4257.5576183056919035 -2685.473039889167012 -1024.1055807506322708 7967.1362389454898221 14529
461000000 310.62251005833940098 12961.767889634000312 4391.0226552580152202 -2711.8164214160892698 -961.67035502903695487 8064.5094317031407627 14520
