# Dist_from_COM	Sticker_Saturation
1.2229e+02 1.0000e+00
1.1561e+02 1.0000e+00
1.0479e+02 1.0000e+00
1.2692e+02 1.0000e+00
1.1265e+02 1.0000e+00
9.2597e+01 1.0000e+00
9.8304e+01 1.0000e+00
1.0794e+02 1.0000e+00
1.1869e+02 1.0000e+00
1.1244e+02 1.0000e+00
1.1696e+02 1.0000e+00
7.2286e+01 1.0000e+00
1.1216e+02 1.0000e+00
1.2298e+02 1.0000e+00
1.1885e+02 1.0000e+00
8.7883e+01 1.0000e+00
6.5045e+01 1.0000e+00
9.9895e+01 1.0000e+00
1.1279e+02 1.0000e+00
9.2024e+01 1.0000e+00
1.1302e+02 1.0000e+00
9.5722e+01 1.0000e+00
1.1129e+02 1.0000e+00
1.2918e+02 1.0000e+00
9.6617e+01 1.0000e+00
1.0670e+02 1.0000e+00
6.0200e+01 1.0000e+00
6.8508e+01 1.0000e+00
1.3229e+02 1.0000e+00
1.2925e+02 1.0000e+00
1.1136e+02 1.0000e+00
9.7099e+01 1.0000e+00
7.1047e+01 1.0000e+00
8.4478e+01 1.0000e+00
7.2639e+01 8.0000e-01
9.5093e+01 1.0000e+00
1.1082e+02 1.0000e+00
9.3173e+01 1.0000e+00
4.6070e+01 1.0000e+00
9.8407e+01 1.0000e+00
8.6128e+01 1.0000e+00
6.4668e+01 8.0000e-01
1.0629e+02 1.0000e+00
9.9088e+00 1.0000e+00
4.9310e+01 1.0000e+00
9.6111e+01 1.0000e+00
5.7758e+01 1.0000e+00
2.9761e+01 1.0000e+00
1.0621e+02 1.0000e+00
9.9664e+01 1.0000e+00
8.3227e+01 1.0000e+00
5.2818e+01 1.0000e+00
8.1146e+01 1.0000e+00
5.6029e+01 1.0000e+00
9.5815e+01 1.0000e+00
8.0593e+01 1.0000e+00
6.4655e+01 1.0000e+00
6.9583e+01 1.0000e+00
1.2201e+02 1.0000e+00
1.2026e+02 1.0000e+00
9.0476e+01 1.0000e+00
1.0954e+02 1.0000e+00
1.2166e+02 1.0000e+00
1.1455e+02 1.0000e+00
1.2870e+02 1.0000e+00
1.2664e+02 1.0000e+00
1.3244e+02 1.0000e+00
1.1894e+02 1.0000e+00
9.4668e+01 8.0000e-01
3.9548e+01 1.0000e+00
1.0529e+02 1.0000e+00
6.4475e+01 1.0000e+00
1.1381e+02 1.0000e+00
1.0271e+02 1.0000e+00
1.1217e+02 8.0000e-01
1.3462e+02 8.0000e-01
1.1935e+02 1.0000e+00
5.0643e+01 1.0000e+00
8.6643e+01 1.0000e+00
1.1745e+02 8.0000e-01
1.0651e+02 8.0000e-01
1.1085e+02 1.0000e+00
1.0446e+02 1.0000e+00
1.2594e+02 1.0000e+00
8.2271e+01 1.0000e+00
5.2665e+01 1.0000e+00
3.9868e+01 8.0000e-01
6.8510e+01 1.0000e+00
9.4952e+01 1.0000e+00
7.8629e+01 1.0000e+00
7.7463e+01 1.0000e+00
7.3440e+01 1.0000e+00
9.6101e+01 1.0000e+00
1.2826e+02 1.0000e+00
7.7261e+01 1.0000e+00
9.1281e+01 1.0000e+00
7.4322e+01 1.0000e+00
9.6298e+01 1.0000e+00
7.1067e+01 1.0000e+00
1.0764e+02 1.0000e+00
9.4608e+01 1.0000e+00
6.4999e+01 1.0000e+00
1.1639e+02 1.0000e+00
1.1509e+02 1.0000e+00
1.2501e+02 1.0000e+00
1.3177e+02 1.0000e+00
1.2251e+02 8.0000e-01
1.3709e+02 1.0000e+00
9.6095e+01 1.0000e+00
9.9071e+01 1.0000e+00
1.4399e+02 8.0000e-01
1.3329e+02 1.0000e+00
1.3718e+02 1.0000e+00
1.5602e+02 8.0000e-01
5.7686e+01 1.0000e+00
6.7002e+01 1.0000e+00
3.8387e+01 1.0000e+00
6.8078e+01 1.0000e+00
1.0856e+02 1.0000e+00
6.7196e+01 1.0000e+00
8.6745e+01 1.0000e+00
1.0529e+02 1.0000e+00
9.3095e+01 1.0000e+00
1.1794e+02 1.0000e+00
8.5890e+01 1.0000e+00
1.0429e+02 1.0000e+00
