# Steps Temp KinEng PotEng Epair Ebond Eangle Bonds
301000000 313.31769880857814314 6536.6498776149264813 -3114.6220629528525023 -5084.4476446058724832 -2101.828870327930872 4071.6544519809503981 7290
302000000 311.04557796875980102 6489.2473259365460763 -3066.1174858811891681 -4965.8789129953584052 -2149.5668922354279857 4049.3283193495963133 7290
303000000 309.17434007059165424 6450.2082706116761983 -3209.2742639479797617 -5116.3760114994456671 -2136.110660659941459 4043.2124082114064549 7290
304000000 306.8734462163789658 6402.2054364668574635 -3126.1202696316213405 -5033.9276717736393039 -2105.2672216392547853 4013.0746237812736581 7289
305000000 311.19651665638355098 6492.3963129160083554 -3052.1943463214320218 -5040.2369853888176294 -2081.0066876175128527 4069.0493266848970961 7289
306000000 309.4470990485905304 6455.8987564889002897 -3266.1951733921487175 -5194.7399300088918608 -2104.8699453547233134 4033.4147019714664566 7290
307000000 310.69480493351721861 6481.9292570032948788 -3216.7317350422244999 -5115.0981927846496546 -2110.4012342310666099 4008.7676919734917647 7290
308000000 310.72381060718373647 6482.5343933678959729 -3368.8896569025555436 -5197.5686999845584069 -2173.2086124793886484 4001.8876555613915116 7290
309000000 315.38952656452670453 6579.873776867532797 -3183.9778116670909185 -5120.6495960356623982 -2142.7332031116020516 4079.4049874801739861 7290
310000000 305.80175698453660971 6379.8471167396228338 -3135.767148449058368 -5084.8523068832291756 -2115.0682835386342049 4064.1534419728050125 7290
311000000 309.29230173434689277 6452.6692681802169318 -3141.1548695355486416 -4974.9535892751955544 -2106.7271201324260801 3940.5258398720734476 7290
312000000 308.46798373298872775 6435.4717776356901595 -3211.8109475800820292 -5118.8906950884884282 -2133.0135490206148461 4040.0932965290221546 7290
313000000 311.26421092696182313 6493.8085974667164919 -3089.420223063110825 -5100.87273325550359 -2097.1655701028489602 4108.61808029524218 7290
314000000 307.59060258741942562 6417.1672471874717303 -2991.2429830395858517 -4994.890228113561534 -2072.327080752830625 4075.9743258268063073 7290
315000000 307.2097933730435102 6409.2225427739949737 -3179.3609527348485244 -5166.701179853602298 -2069.8254265144464625 4057.1656536332002361 7290
316000000 309.2188721473806936 6451.1373295042949394 -3189.1148224926250805 -5082.0879809850812308 -2141.8677774440016037 4034.8409359364568445 7290
317000000 310.21396381686787436 6471.8976180685958752 -2965.8255149985916432 -5017.6291133631266348 -2081.9937953921462395 4133.797393756681231 7291
318000000 315.86443979806313109 6589.7817442172172377 -3110.1836416532983094 -4938.4067057246211334 -2169.7492999779392449 3997.9723640492625236 7291
319000000 303.95475359586885133 6341.3136584626117838 -3036.249830265836863 -5021.9421999926980789 -2041.4728996530025142 4027.1652693798637301 7291
320000000 310.93375116469451314 6486.9143180410874265 -2993.7164768766183442 -4975.5707778849591705 -2083.6008428972900219 4065.4551439056308482 7291
321000000 310.40710615264902117 6475.9270866570195722 -3136.1247390617045312 -5085.1630186686206798 -2130.3500029711549359 4079.3882825780710846 7291
322000000 313.61388855283729526 6542.8291922943226382 -3128.605485005961782 -5046.1298495097644263 -2132.3820671404009772 4049.906431644204531 7291
323000000 306.50103672034515512 6394.4359727693745299 -3017.6629682030329604 -5004.5654562329909822 -2106.4823272846533655 4093.384815314611842 7291
324000000 306.81103504981734886 6400.9033716750564054 -2997.9516545925898754 -5069.3545599904864503 -2011.3550116856627028 4082.7579170835597324 7291
325000000 307.01461455467790529 6405.1505876816590899 -3079.3788375815652216 -5061.4326260147918219 -2053.8519063169919718 4035.9056947502190269 7291
326000000 309.80890546881340697 6463.4470115075710055 -3183.4806954283867526 -5086.999657029197806 -2156.0479255983705116 4059.5668871991811102 7291
327000000 303.93637511264125806 6340.9302338728193718 -2985.4438043256336641 -5013.2562127921919455 -2062.5115271432723603 4090.3239356098310964 7291
328000000 311.19270530632798 6492.3167979030704373 -3142.9515619995318048 -5061.3135134338908756 -2107.0723054623863391 4025.4342568967449552 7291
