# RadGy	HullArea	GeodesicLength
1.1155e+02 3.2121e+05 6.0562e+01
1.1217e+02 3.2204e+05 5.7893e+01
1.1255e+02 3.2708e+05 6.6032e+01
1.1111e+02 3.1238e+05 6.1471e+01
1.1226e+02 3.2182e+05 6.1008e+01
1.1169e+02 3.1305e+05 5.8376e+01
1.1165e+02 3.1597e+05 5.4872e+01
1.1125e+02 3.1995e+05 6.2717e+01
1.1206e+02 3.2802e+05 5.7452e+01
1.1204e+02 3.2464e+05 5.9607e+01
1.1299e+02 3.1780e+05 6.0320e+01
1.1248e+02 3.1869e+05 5.9734e+01
1.1226e+02 3.1472e+05 5.6056e+01
1.1176e+02 3.1072e+05 6.1414e+01
1.1149e+02 3.2263e+05 6.1028e+01
1.1200e+02 3.1638e+05 5.3543e+01
1.1186e+02 3.1538e+05 5.7067e+01
1.1146e+02 3.1579e+05 6.0263e+01
1.1168e+02 3.1161e+05 5.9706e+01
1.1099e+02 3.2068e+05 6.1263e+01
1.1275e+02 3.2894e+05 5.7613e+01
1.1251e+02 3.2499e+05 5.5735e+01
1.1347e+02 3.2138e+05 6.1751e+01
1.1142e+02 3.1741e+05 6.0532e+01
1.1111e+02 3.0573e+05 6.1751e+01
1.1111e+02 3.1066e+05 6.6090e+01
1.1275e+02 3.1821e+05 5.9930e+01
1.1175e+02 3.1540e+05 5.9584e+01
1.1177e+02 3.2222e+05 6.1126e+01
1.1148e+02 3.2177e+05 5.7128e+01
1.1186e+02 3.1800e+05 5.9036e+01
1.1252e+02 3.1222e+05 5.4214e+01
1.1182e+02 3.1328e+05 5.4571e+01
1.1135e+02 3.1773e+05 5.9559e+01
1.1196e+02 3.1336e+05 5.9659e+01
1.1182e+02 3.2381e+05 5.7672e+01
1.1156e+02 3.2235e+05 5.7572e+01
1.1154e+02 3.2429e+05 6.0983e+01
1.1243e+02 3.4251e+05 6.0983e+01
1.1127e+02 3.1686e+05 5.4571e+01
1.1181e+02 3.1690e+05 6.0515e+01
1.1146e+02 3.1305e+05 5.4045e+01
1.1160e+02 3.1174e+05 5.8736e+01
1.1175e+02 3.1475e+05 6.4973e+01
1.1204e+02 3.1612e+05 5.2283e+01
1.1161e+02 3.1147e+05 6.0273e+01
1.1176e+02 3.1019e+05 5.4325e+01
1.1227e+02 3.1483e+05 6.1417e+01
1.1175e+02 3.1209e+05 6.0765e+01
1.1206e+02 3.1363e+05 5.9932e+01
1.1212e+02 3.1315e+05 5.9703e+01
1.1104e+02 3.1361e+05 6.2035e+01
1.1295e+02 3.2379e+05 5.9446e+01
1.1234e+02 3.1537e+05 6.1061e+01
1.1156e+02 3.1468e+05 6.5805e+01
1.1252e+02 3.3286e+05 6.0704e+01
1.1241e+02 3.1331e+05 5.8384e+01
1.1255e+02 3.1159e+05 6.0163e+01
1.1270e+02 3.1458e+05 5.2485e+01
1.1250e+02 3.1947e+05 6.5067e+01
1.1183e+02 3.2469e+05 5.8250e+01
1.1211e+02 3.0613e+05 5.7263e+01
1.1184e+02 3.2973e+05 6.0501e+01
1.1165e+02 3.2145e+05 5.9094e+01
1.1114e+02 3.1285e+05 5.8960e+01
1.1193e+02 3.2190e+05 5.6953e+01
1.1213e+02 3.2265e+05 6.0515e+01
1.1145e+02 3.2543e+05 6.0118e+01
1.1335e+02 3.2506e+05 6.1707e+01
1.1125e+02 3.1357e+05 6.1707e+01
1.1177e+02 3.0935e+05 6.1061e+01
1.1261e+02 3.2908e+05 6.4940e+01
1.1187e+02 3.1648e+05 6.3933e+01
1.1179e+02 3.1159e+05 5.7274e+01
1.1189e+02 3.0919e+05 6.1056e+01
1.1204e+02 3.0647e+05 5.4694e+01
1.1234e+02 3.3164e+05 5.9882e+01
1.1111e+02 3.1448e+05 5.8238e+01
1.1172e+02 3.1415e+05 6.0291e+01
1.1170e+02 3.1264e+05 5.7701e+01
1.1151e+02 3.0994e+05 6.1474e+01
1.1219e+02 3.2831e+05 6.0974e+01
1.1231e+02 3.1379e+05 5.4690e+01
1.1211e+02 3.1923e+05 6.0477e+01
1.1267e+02 3.1522e+05 5.4619e+01
1.1197e+02 3.2816e+05 6.1384e+01
1.1158e+02 3.0789e+05 5.2424e+01
1.1158e+02 3.2144e+05 6.0954e+01
1.1168e+02 3.1264e+05 5.3597e+01
1.1206e+02 3.3022e+05 5.7132e+01
1.1250e+02 3.2573e+05 6.5970e+01
1.1173e+02 3.0822e+05 5.9472e+01
1.1032e+02 3.0006e+05 6.1322e+01
1.1109e+02 3.1083e+05 6.0940e+01
1.1124e+02 3.1209e+05 6.4923e+01
1.1159e+02 3.1631e+05 5.2487e+01
1.1116e+02 3.0693e+05 5.2496e+01
1.1136e+02 3.1305e+05 6.0949e+01
1.1267e+02 3.2813e+05 6.0375e+01
1.1264e+02 3.2294e+05 5.6271e+01
