# Dist_from_COM	Sticker_Saturation
1.4313e+02 1.0000e+00
1.3071e+02 1.0000e+00
9.9413e+01 1.0000e+00
1.4067e+02 1.0000e+00
1.0748e+02 1.0000e+00
1.2697e+02 1.0000e+00
1.2889e+02 1.0000e+00
1.3619e+02 1.0000e+00
1.2029e+02 1.0000e+00
1.1805e+02 1.0000e+00
1.2839e+02 8.0000e-01
1.1081e+02 1.0000e+00
9.0721e+01 1.0000e+00
9.4345e+01 1.0000e+00
8.6515e+01 1.0000e+00
9.0380e+01 1.0000e+00
7.5899e+01 8.0000e-01
1.4443e+02 8.0000e-01
1.2925e+02 1.0000e+00
4.4498e+01 1.0000e+00
1.1724e+02 1.0000e+00
1.0315e+02 1.0000e+00
1.0684e+02 1.0000e+00
5.9274e+01 1.0000e+00
1.0939e+02 1.0000e+00
8.9720e+01 1.0000e+00
8.6648e+01 1.0000e+00
6.4081e+01 1.0000e+00
6.7744e+01 1.0000e+00
6.5571e+01 1.0000e+00
6.1046e+01 1.0000e+00
1.3113e+02 1.0000e+00
1.1698e+02 1.0000e+00
9.3178e+01 1.0000e+00
7.3203e+01 1.0000e+00
5.6671e+01 1.0000e+00
7.2281e+01 1.0000e+00
1.0239e+02 1.0000e+00
7.9645e+01 1.0000e+00
8.6340e+01 1.0000e+00
7.0498e+01 1.0000e+00
7.0530e+01 1.0000e+00
1.2523e+02 8.0000e-01
5.5399e+01 1.0000e+00
1.4225e+02 1.0000e+00
4.7351e+01 1.0000e+00
9.0584e+01 1.0000e+00
1.1710e+02 1.0000e+00
1.2584e+02 1.0000e+00
1.5221e+02 1.0000e+00
1.0279e+02 8.0000e-01
1.0277e+02 8.0000e-01
1.3872e+02 1.0000e+00
1.1548e+02 1.0000e+00
1.1186e+02 1.0000e+00
1.4144e+02 1.0000e+00
1.4200e+02 1.0000e+00
1.2995e+02 1.0000e+00
1.1471e+02 1.0000e+00
1.0646e+02 1.0000e+00
1.0351e+02 1.0000e+00
1.0559e+02 8.0000e-01
5.0508e+01 1.0000e+00
8.9526e+01 1.0000e+00
7.8356e+01 1.0000e+00
1.1638e+02 1.0000e+00
6.4982e+01 1.0000e+00
9.8387e+01 1.0000e+00
1.3078e+02 1.0000e+00
1.1105e+02 6.0000e-01
9.4727e+01 1.0000e+00
9.9009e+01 1.0000e+00
1.3341e+02 1.0000e+00
9.4546e+01 1.0000e+00
9.9377e+01 1.0000e+00
1.4548e+02 1.0000e+00
3.9018e+01 1.0000e+00
9.1395e+01 1.0000e+00
1.1628e+02 1.0000e+00
7.3340e+01 1.0000e+00
3.7547e+01 1.0000e+00
5.2619e+01 1.0000e+00
1.2519e+02 8.0000e-01
1.0938e+02 8.0000e-01
9.7452e+01 6.0000e-01
1.0034e+02 1.0000e+00
1.2248e+02 1.0000e+00
1.0392e+02 1.0000e+00
6.9038e+01 1.0000e+00
7.7854e+01 8.0000e-01
7.9089e+01 1.0000e+00
9.0204e+01 1.0000e+00
7.4189e+01 1.0000e+00
1.2338e+02 1.0000e+00
1.0504e+02 1.0000e+00
1.2405e+02 1.0000e+00
1.0657e+02 8.0000e-01
7.6422e+01 1.0000e+00
7.3790e+01 1.0000e+00
1.3837e+02 1.0000e+00
5.1514e+01 8.0000e-01
1.1947e+02 1.0000e+00
1.0092e+02 1.0000e+00
1.3500e+02 1.0000e+00
1.4024e+02 1.0000e+00
1.0840e+02 1.0000e+00
8.3633e+01 1.0000e+00
1.0503e+02 1.0000e+00
4.0769e+01 1.0000e+00
7.3052e+01 1.0000e+00
9.9134e+01 1.0000e+00
5.0789e+01 1.0000e+00
2.9851e+01 1.0000e+00
1.2319e+02 1.0000e+00
9.8824e+01 1.0000e+00
1.2140e+02 1.0000e+00
7.9911e+01 1.0000e+00
9.7849e+01 1.0000e+00
1.0959e+02 1.0000e+00
1.2421e+02 1.0000e+00
5.8816e+01 1.0000e+00
6.3438e+01 8.0000e-01
7.3848e+01 1.0000e+00
6.0342e+01 1.0000e+00
1.2412e+02 1.0000e+00
7.9339e+01 8.0000e-01
1.0519e+02 8.0000e-01
1.1675e+02 1.0000e+00
7.1529e+01 8.0000e-01
8.3170e+01 1.0000e+00
1.1686e+02 1.0000e+00
7.3509e+01 1.0000e+00
6.4587e+01 1.0000e+00
5.7513e+01 8.0000e-01
6.6745e+01 1.0000e+00
1.2292e+02 1.0000e+00
1.0630e+02 1.0000e+00
8.5162e+01 1.0000e+00
8.0482e+01 1.0000e+00
1.1989e+02 1.0000e+00
9.0983e+01 8.0000e-01
9.0514e+01 1.0000e+00
8.3668e+01 1.0000e+00
1.2614e+02 1.0000e+00
9.5180e+01 1.0000e+00
6.9470e+01 1.0000e+00
6.0082e+01 1.0000e+00
1.2290e+02 1.0000e+00
1.1107e+02 8.0000e-01
1.1189e+02 1.0000e+00
1.0403e+02 1.0000e+00
8.6597e+01 1.0000e+00
9.3626e+01 1.0000e+00
1.2399e+02 1.0000e+00
1.1873e+02 1.0000e+00
9.7678e+01 1.0000e+00
1.0382e+02 1.0000e+00
1.4708e+02 1.0000e+00
1.2296e+02 1.0000e+00
1.1269e+02 1.0000e+00
1.2935e+02 1.0000e+00
9.9419e+01 1.0000e+00
1.1183e+02 1.0000e+00
1.4287e+02 8.0000e-01
1.1177e+02 1.0000e+00
1.1818e+02 1.0000e+00
1.5283e+02 8.0000e-01
1.2471e+02 1.0000e+00
1.5156e+02 1.0000e+00
6.8757e+01 1.0000e+00
1.3447e+02 1.0000e+00
9.1795e+01 8.0000e-01
1.2633e+02 8.0000e-01
8.3266e+01 1.0000e+00
1.1397e+02 8.0000e-01
1.0577e+02 1.0000e+00
1.4243e+02 1.0000e+00
6.7305e+01 1.0000e+00
1.0806e+02 1.0000e+00
9.9590e+01 1.0000e+00
1.1020e+02 1.0000e+00
1.0261e+02 1.0000e+00
1.1274e+02 8.0000e-01
1.4269e+02 1.0000e+00
1.4176e+02 1.0000e+00
1.2845e+02 1.0000e+00
1.2966e+02 1.0000e+00
1.0544e+02 1.0000e+00
1.1699e+02 1.0000e+00
1.2894e+02 1.0000e+00
1.0126e+02 1.0000e+00
1.1967e+02 8.0000e-01
1.0571e+02 1.0000e+00
1.1611e+02 1.0000e+00
1.4106e+02 1.0000e+00
1.0485e+02 1.0000e+00
1.0999e+02 1.0000e+00
1.3845e+02 1.0000e+00
1.3115e+02 1.0000e+00
8.0141e+01 1.0000e+00
1.1396e+02 1.0000e+00
1.2776e+02 1.0000e+00
1.2043e+02 1.0000e+00
1.1983e+02 1.0000e+00
1.0632e+02 8.0000e-01
8.7499e+01 1.0000e+00
1.2060e+02 1.0000e+00
1.1193e+02 1.0000e+00
1.3737e+02 1.0000e+00
1.2105e+02 1.0000e+00
8.3858e+01 1.0000e+00
1.3726e+02 1.0000e+00
1.3498e+02 1.0000e+00
1.0944e+02 8.0000e-01
9.6013e+01 1.0000e+00
8.6512e+01 1.0000e+00
9.5099e+01 1.0000e+00
8.8787e+01 1.0000e+00
9.4377e+01 1.0000e+00
8.6702e+01 8.0000e-01
5.6893e+01 1.0000e+00
1.2171e+02 1.0000e+00
1.3840e+02 6.0000e-01
9.2273e+01 1.0000e+00
8.2770e+01 1.0000e+00
1.1465e+02 8.0000e-01
6.1802e+01 1.0000e+00
6.6267e+01 1.0000e+00
8.4955e+01 8.0000e-01
6.6711e+01 1.0000e+00
7.2165e+01 1.0000e+00
1.3738e+02 1.0000e+00
5.3823e+01 1.0000e+00
1.0394e+02 1.0000e+00
7.3917e+01 1.0000e+00
5.5961e+01 8.0000e-01
9.7890e+01 1.0000e+00
9.2584e+01 1.0000e+00
1.0776e+02 1.0000e+00
7.6044e+01 1.0000e+00
1.1464e+02 1.0000e+00
8.4397e+01 8.0000e-01
6.4634e+01 1.0000e+00
5.6387e+01 1.0000e+00
6.4922e+01 1.0000e+00
8.2583e+01 6.0000e-01
6.6915e+01 1.0000e+00
4.8498e+01 1.0000e+00
1.7550e+01 1.0000e+00
1.0370e+02 8.0000e-01
1.3651e+02 1.0000e+00
5.5864e+01 8.0000e-01
1.1947e+02 8.0000e-01
1.3456e+02 1.0000e+00
1.3967e+02 8.0000e-01
1.3635e+02 1.0000e+00
1.3094e+02 1.0000e+00
1.1329e+02 1.0000e+00
1.3358e+02 8.0000e-01
9.9293e+01 1.0000e+00
1.4577e+02 1.0000e+00
1.2826e+02 8.0000e-01
2.8608e+01 1.0000e+00
